_input_row,candidate_formula,central_site_index,central_label,central_species,central_magmom,central_frac_coords,n_detected_shells,total_magnetization,volume,mag_per_volume,shell1_count,shell1_nspecies,shell1_site_indices,shell1_labels,shell1_site_labels,shell1_species,shell1_magmoms,shell1_distances_A,shell1_images,shell2_count,shell2_nspecies,shell2_site_indices,shell2_labels,shell2_site_labels,shell2_species,shell2_magmoms,shell2_distances_A,shell2_images,shell3_count,shell3_nspecies,shell3_site_indices,shell3_labels,shell3_site_labels,shell3_species,shell3_magmoms,shell3_distances_A,shell3_images,shell4_count,shell4_nspecies,shell4_site_indices,shell4_labels,shell4_site_labels,shell4_species,shell4_magmoms,shell4_distances_A,shell4_images
12,Mn3Fe9Co9Si3Ni8,30,Co₈,Co,1.334,"0.246251,-0.005993,0.250243",4,25.209,357.6385297,0.070487372,6,3,12;14;0;25;11;7,"Fe₇@(0, -1, 0);Fe₉@(0, -1, 0);Si₁@(0, 0, 0);Co₃@(0, 0, 0);Fe₆@(0, 0, 0);Fe₂@(0, -1, 0)",Fe₇;Fe₉;Si₁;Co₃;Fe₆;Fe₂,Fe;Fe;Si;Co;Fe;Fe,2.499000;2.388000;-0.008000;1.438000;2.388000;2.196000,2.4082;2.4602;2.4640;2.4716;2.4772;2.4884,"(0, -1, 0);(0, -1, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, -1, 0)",6,2,26;27;23;17;22;24,"Co₄@(0, 0, 0);Co₅@(0, -1, 0);Co₁@(0, 0, 0);Ni₃@(0, 0, 0);Ni₈@(0, 0, 0);Co₂@(0, 0, 0)",Co₄;Co₅;Co₁;Ni₃;Ni₈;Co₂,Co;Co;Co;Ni;Ni;Co,0.955000;0.860000;1.074000;0.298000;0.181000;0.590000,2.5090;2.5134;2.5273;2.5324;2.5399;2.5683,"(0, 0, 0);(0, -1, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",4,3,1;4;20;20,"Si₂@(0, -1, 0);Mn₂@(-1, 0, 0);Ni₆@(0, 0, 0);Ni₆@(0, 0, -1)",Si₂;Mn₂;Ni₆;Ni₆,Si;Mn;Ni;Ni,-0.039000;-2.512000;0.535000;0.535000,3.4535;3.5186;3.5523;3.5525,"(0, -1, 0);(-1, 0, 0);(0, 0, 0);(0, 0, -1)",2,2,4;1,"Mn₂@(0, 0, 0);Si₂@(0, 0, 0)",Mn₂;Si₂,Mn;Si,-2.512000;-0.039000,3.5818;3.6411,"(0, 0, 0);(0, 0, 0)"
12,Mn3Fe9Co9Si3Ni8,31,Co₉,Co,1.308,"0.753562,0.751690,0.500126",4,25.209,357.6385297,0.070487372,9,4,7;3;4;21;10;29;25;6;27,"Fe₂@(1, 0, 0);Mn₁@(0, 0, 0);Mn₂@(0, 1, 0);Ni₇@(0, 1, 0);Fe₅@(0, 0, 0);Co₇@(1, 0, 0);Co₃@(1, 1, 0);Fe₁@(1, 0, 0);Co₅@(0, 0, 0)",Fe₂;Mn₁;Mn₂;Ni₇;Fe₅;Co₇;Co₃;Fe₁;Co₅,Fe;Mn;Mn;Ni;Fe;Co;Co;Fe;Co,2.196000;-2.749000;-2.512000;0.387000;2.126000;1.377000;1.438000;2.236000;0.860000,2.4299;2.4596;2.4651;2.4835;2.4926;2.4972;2.4988;2.4998;2.5202,"(1, 0, 0);(0, 0, 0);(0, 1, 0);(0, 1, 0);(0, 0, 0);(1, 0, 0);(1, 1, 0);(1, 0, 0);(0, 0, 0)",3,1,17;18;19,"Ni₃@(0, 1, 0);Ni₄@(0, 0, 0);Ni₅@(0, 0, 0)",Ni₃;Ni₄;Ni₅,Ni;Ni;Ni,0.298000;0.287000;0.173000,2.5357;2.5579;2.6124,"(0, 1, 0);(0, 0, 0);(0, 0, 0)",6,2,14;13;5;5;13;14,"Fe₉@(1, 0, 0);Fe₈@(0, 1, 0);Mn₃@(0, 0, 1);Mn₃@(0, 0, 0);Fe₈@(0, 0, 0);Fe₉@(0, 0, 0)",Fe₉;Fe₈;Mn₃;Mn₃;Fe₈;Fe₉,Fe;Fe;Mn;Mn;Fe;Fe,2.388000;2.120000;-2.902000;-2.902000;2.120000;2.388000,3.5108;3.5115;3.5265;3.5792;3.5817;3.5880,"(1, 0, 0);(0, 1, 0);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 0)",12,4,30;26;1;28;23;0;23;24;20;9;8;8,"Co₈@(1, 1, 0);Co₄@(1, 1, 0);Si₂@(1, 0, 0);Co₆@(1, 1, 0);Co₁@(1, 1, 1);Si₁@(0, 1, 0);Co₁@(1, 1, 0);Co₂@(0, 1, 0);Ni₆@(1, 1, 0);Fe₄@(1, 0, 0);Fe₃@(0, 1, 0);Fe₃@(0, 0, 0)",Co₈;Co₄;Si₂;Co₆;Co₁;Si₁;Co₁;Co₂;Ni₆;Fe₄;Fe₃;Fe₃,Co;Co;Si;Co;Co;Si;Co;Co;Ni;Fe;Fe;Fe,1.334000;0.955000;-0.039000;1.281000;1.074000;-0.008000;1.074000;0.590000;0.535000;2.421000;2.392000;2.392000,4.2558;4.2583;4.2649;4.2931;4.2954;4.2985;4.3011;4.3205;4.3240;4.3368;4.3518;4.3527,"(1, 1, 0);(1, 1, 0);(1, 0, 0);(1, 1, 0);(1, 1, 1);(0, 1, 0);(1, 1, 0);(0, 1, 0);(1, 1, 0);(1, 0, 0);(0, 1, 0);(0, 0, 0)"
13,Fe10Co10Ni9BP2,0,B₁,B,-0.118,"0.751934,0.493980,0.341820",4,43.808,354.8781798,0.123445178,3,2,24;16;31,"Co₃@(0, 0, 0);Ni₄@(1, 0, 0);Co₁₀@(0, 0, 0)",Co₃;Ni₄;Co₁₀,Co;Ni;Co,1.069000;0.487000;1.258000,2.0516;2.1223;2.1424,"(0, 0, 0);(1, 0, 0);(0, 0, 0)",2,2,25;11,"Co₄@(1, 0, 0);Fe₉@(0, 0, 0)",Co₄;Fe₉,Co;Fe,1.493000;2.463000,2.1546;2.1742,"(1, 0, 0);(0, 0, 0)",3,2,4;17;5,"Fe₂@(1, 0, 0);Ni₅@(0, 0, 0);Fe₃@(0, 0, 0)",Fe₂;Ni₅;Fe₃,Fe;Ni;Fe,2.379000;0.565000;2.467000,2.3024;2.3438;2.4007,"(1, 0, 0);(0, 0, 0);(0, 0, 0)",1,1,3,"Fe₁@(0, 0, 0)",Fe₁,Fe,2.512000,2.9033,"(0, 0, 0)"
13,Fe10Co10Ni9BP2,1,P₁,P,-0.038,"0.485787,0.757130,0.689125",4,43.808,354.8781798,0.123445178,6,3,19;23;12;24;28;31,"Ni₇@(0, 1, 0);Co₂@(0, 1, 0);Fe₁₀@(0, 0, 0);Co₃@(0, 0, 0);Co₇@(0, 1, 0);Co₁₀@(0, 0, 0)",Ni₇;Co₂;Fe₁₀;Co₃;Co₇;Co₁₀,Ni;Co;Fe;Co;Co;Co,0.423000;1.324000;2.409000;1.069000;1.078000;1.258000,2.2835;2.2899;2.3253;2.3274;2.3283;2.3625,"(0, 1, 0);(0, 1, 0);(0, 0, 0);(0, 0, 0);(0, 1, 0);(0, 0, 0)",2,1,9;10,"Fe₇@(0, 0, 0);Fe₈@(0, 0, 0)",Fe₇;Fe₈,Fe;Fe,2.496000;2.413000,2.3989;2.4298,"(0, 0, 0);(0, 0, 0)",2,1,21;14,"Ni₉@(0, 0, 1);Ni₂@(0, 1, 1)",Ni₉;Ni₂,Ni;Ni,0.602000;0.452000,2.8529;2.9490,"(0, 0, 1);(0, 1, 1)",2,2,2;3,"P₂@(0, 0, 1);Fe₁@(0, 0, 1)",P₂;Fe₁,P;Fe,-0.050000;2.512000,2.9769;2.9788,"(0, 0, 1);(0, 0, 1)"
13,Fe10Co10Ni9BP2,2,P₂,P,-0.05,"0.763674,0.771468,-0.002495",4,43.808,354.8781798,0.123445178,3,3,13;28;4,"Ni₁@(1, 1, 0);Co₇@(0, 1, -1);Fe₂@(1, 0, 0)",Ni₁;Co₇;Fe₂,Ni;Co;Fe,0.412000;1.078000;2.379000,2.2895;2.3187;2.3695,"(1, 1, 0);(0, 1, -1);(1, 0, 0)",6,3,14;15;18;3;5;27,"Ni₂@(0, 1, 0);Ni₃@(1, 0, 0);Ni₆@(0, 1, 0);Fe₁@(0, 0, 0);Fe₃@(0, 0, 0);Co₆@(1, 0, -1)",Ni₂;Ni₃;Ni₆;Fe₁;Fe₃;Co₆,Ni;Ni;Ni;Fe;Fe;Co,0.452000;0.516000;0.544000;2.512000;2.467000;1.508000,2.4134;2.4220;2.4652;2.4677;2.4684;2.4750,"(0, 1, 0);(1, 0, 0);(0, 1, 0);(0, 0, 0);(0, 0, 0);(1, 0, -1)",1,1,10,"Fe₈@(0, 0, -1)",Fe₈,Fe,2.413000,2.5551,"(0, 0, -1)",1,1,1,"P₁@(0, 0, -1)",P₁,P,-0.038000,2.9769,"(0, 0, -1)"
13,Fe10Co10Ni9BP2,3,Fe₁,Fe,2.512,"0.529953,0.504115,0.008475",4,43.808,354.8781798,0.123445178,5,4,10;29;5;17;2,"Fe₈@(0, 0, -1);Co₈@(0, 0, 0);Fe₃@(0, 0, 0);Ni₅@(0, 0, 0);P₂@(0, 0, 0)",Fe₈;Co₈;Fe₃;Ni₅;P₂,Fe;Co;Fe;Ni;P,2.413000;1.695000;2.467000;0.565000;-0.050000,2.3869;2.4013;2.4097;2.4619;2.4677,"(0, 0, -1);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",3,2,21;20;8,"Ni₉@(0, 0, 0);Ni₈@(0, 0, 0);Fe₆@(0, 0, 0)",Ni₉;Ni₈;Fe₆,Ni;Ni;Fe,0.602000;0.593000;2.583000,2.5134;2.5866;2.5904,"(0, 0, 0);(0, 0, 0);(0, 0, 0)",2,1,6;9,"Fe₄@(0, 0, -1);Fe₇@(0, 0, -1)",Fe₄;Fe₇,Fe;Fe,2.600000;2.496000,2.6435;2.6526,"(0, 0, -1);(0, 0, -1)",2,2,0;1,"B₁@(0, 0, 0);P₁@(0, 0, -1)",B₁;P₁,B;P,-0.118000;-0.038000,2.9033;2.9788,"(0, 0, 0);(0, 0, -1)"
13,Fe10Co10Ni9BP2,4,Fe₂,Fe,2.379,"-0.025637,0.718490,0.245801",4,43.808,354.8781798,0.123445178,3,3,0;31;2,"B₁@(-1, 0, 0);Co₁₀@(-1, 0, 0);P₂@(-1, 0, 0)",B₁;Co₁₀;P₂,B;Co;P,-0.118000;1.258000;-0.050000,2.3024;2.3505;2.3695,"(-1, 0, 0);(-1, 0, 0);(-1, 0, 0)",4,2,15;18;8;12,"Ni₃@(0, 0, 0);Ni₆@(-1, 1, 0);Fe₆@(0, 0, 0);Fe₁₀@(0, 0, 0)",Ni₃;Ni₆;Fe₆;Fe₁₀,Ni;Ni;Fe;Fe,0.516000;0.544000;2.583000;2.409000,2.4333;2.4506;2.4854;2.4915,"(0, 0, 0);(-1, 1, 0);(0, 0, 0);(0, 0, 0)",2,1,16;21,"Ni₄@(0, 0, 0);Ni₉@(0, 0, 0)",Ni₄;Ni₉,Ni;Ni,0.487000;0.602000,2.5360;2.5794,"(0, 0, 0);(0, 0, 0)",3,3,13;7;22,"Ni₁@(0, 1, 0);Fe₅@(0, 1, 0);Co₁@(0, 1, 0)",Ni₁;Fe₅;Co₁,Ni;Fe;Co,0.412000;2.746000;1.604000,2.7012;2.7629;2.7848,"(0, 1, 0);(0, 1, 0);(0, 1, 0)"
13,Fe10Co10Ni9BP2,5,Fe₃,Fe,2.467,"0.526609,0.736764,0.248345",4,43.808,354.8781798,0.123445178,6,5,0;3;31;2;18;24,"B₁@(0, 0, 0);Fe₁@(0, 0, 0);Co₁₀@(0, 0, 0);P₂@(0, 0, 0);Ni₆@(0, 1, 0);Co₃@(0, 0, 0)",B₁;Fe₁;Co₁₀;P₂;Ni₆;Co₃,B;Fe;Co;P;Ni;Co,-0.118000;2.512000;1.258000;-0.050000;0.544000;1.069000,2.4007;2.4097;2.4354;2.4684;2.4696;2.4729,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 1, 0);(0, 0, 0)",4,3,23;14;21;8,"Co₂@(0, 1, 0);Ni₂@(0, 1, 0);Ni₉@(0, 0, 0);Fe₆@(0, 0, 0)",Co₂;Ni₂;Ni₉;Fe₆,Co;Ni;Ni;Fe,1.324000;0.452000;0.602000;2.583000,2.5365;2.5369;2.5715;2.5920,"(0, 1, 0);(0, 1, 0);(0, 0, 0);(0, 0, 0)",1,1,12,"Fe₁₀@(0, 0, 0)",Fe₁₀,Fe,2.409000,2.6418,"(0, 0, 0)",1,1,7,"Fe₅@(0, 1, 0)",Fe₅,Fe,2.746000,2.8001,"(0, 1, 0)"
13,Fe10Co10Ni9BP2,6,Fe₄,Fe,2.6,"0.500185,0.241590,0.753570",4,43.808,354.8781798,0.123445178,6,3,19;28;29;11;9;20,"Ni₇@(0, 0, 0);Co₇@(0, 0, 0);Co₈@(0, 0, 1);Fe₉@(0, 0, 0);Fe₇@(0, 0, 0);Ni₈@(0, 0, 1)",Ni₇;Co₇;Co₈;Fe₉;Fe₇;Ni₈,Ni;Co;Co;Fe;Fe;Ni,0.423000;1.078000;1.695000;2.463000;2.496000;0.593000,2.4045;2.4464;2.4513;2.4650;2.4788;2.4809,"(0, 0, 0);(0, 0, 0);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 1)",4,3,30;10;14;23,"Co₉@(0, 0, 0);Fe₈@(0, 0, 0);Ni₂@(0, 0, 1);Co₂@(0, 0, 0)",Co₉;Fe₈;Ni₂;Co₂,Co;Fe;Ni;Co,1.665000;2.413000;0.452000;1.324000,2.5416;2.5446;2.5837;2.6245,"(0, 0, 0);(0, 0, 0);(0, 0, 1);(0, 0, 0)",2,2,3;24,"Fe₁@(0, 0, 1);Co₃@(0, 0, 0)",Fe₁;Co₃,Fe;Co,2.512000;1.069000,2.6435;2.6506,"(0, 0, 1);(0, 0, 0)",3,2,26;26;1,"Co₅@(1, 0, 0);Co₅@(0, 0, 0);P₁@(0, -1, 0)",Co₅;Co₅;P₁,Co;Co;P,1.658000;1.658000;-0.038000,3.3901;3.4325;3.4381,"(1, 0, 0);(0, 0, 0);(0, -1, 0)"
13,Fe10Co10Ni9BP2,7,Fe₅,Fe,2.746,"0.235736,0.018342,0.247299",4,43.808,354.8781798,0.123445178,6,2,13;30;14;22;20;23,"Ni₁@(0, 0, 0);Co₉@(0, 0, 0);Ni₂@(0, 0, 0);Co₁@(0, 0, 0);Ni₈@(0, 0, 0);Co₂@(0, 0, 0)",Ni₁;Co₉;Ni₂;Co₁;Ni₈;Co₂,Ni;Co;Ni;Co;Ni;Co,0.412000;1.665000;0.452000;1.604000;0.593000;1.324000,2.4427;2.4737;2.4813;2.4861;2.5085;2.5097,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",3,2,12;21;17,"Fe₁₀@(0, -1, 0);Ni₉@(0, -1, 0);Ni₅@(0, 0, 0)",Fe₁₀;Ni₉;Ni₅,Fe;Ni;Ni,2.409000;0.602000;0.565000,2.5442;2.6200;2.6243,"(0, -1, 0);(0, -1, 0);(0, 0, 0)",1,1,25,"Co₄@(0, 0, 0)",Co₄,Co,1.493000,2.6464,"(0, 0, 0)",2,1,4;5,"Fe₂@(0, -1, 0);Fe₃@(0, -1, 0)",Fe₂;Fe₃,Fe;Fe,2.379000;2.467000,2.7629;2.8001,"(0, -1, 0);(0, -1, 0)"
13,Fe10Co10Ni9BP2,8,Fe₆,Fe,2.583,"0.248917,0.485568,0.244498",4,43.808,354.8781798,0.123445178,5,3,25;20;17;4;21,"Co₄@(0, 0, 0);Ni₈@(0, 0, 0);Ni₅@(0, 0, 0);Fe₂@(0, 0, 0);Ni₉@(0, 0, 0)",Co₄;Ni₈;Ni₅;Fe₂;Ni₉,Co;Ni;Ni;Fe;Ni,1.493000;0.593000;0.565000;2.379000;0.602000,2.4009;2.4298;2.4477;2.4854;2.4991,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",6,3,24;30;12;3;5;16,"Co₃@(0, 0, 0);Co₉@(0, 0, 0);Fe₁₀@(0, 0, 0);Fe₁@(0, 0, 0);Fe₃@(0, 0, 0);Ni₄@(0, 0, 0)",Co₃;Co₉;Fe₁₀;Fe₁;Fe₃;Ni₄,Co;Co;Fe;Fe;Fe;Ni,1.069000;1.665000;2.409000;2.512000;2.467000;0.487000,2.5103;2.5146;2.5686;2.5904;2.5920;2.6039,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",1,1,15,"Ni₃@(0, 0, 0)",Ni₃,Ni,0.516000,2.6167,"(0, 0, 0)",1,1,7,"Fe₅@(0, 0, 0)",Fe₅,Fe,2.746000,3.2851,"(0, 0, 0)"
13,Fe10Co10Ni9BP2,9,Fe₇,Fe,2.496,"0.258756,0.505588,0.753062",4,43.808,354.8781798,0.123445178,3,3,1;27;6,"P₁@(0, 0, 0);Co₆@(0, 0, 0);Fe₄@(0, 0, 0)",P₁;Co₆;Fe₄,P;Co;Fe,-0.038000;1.508000;2.600000,2.3989;2.4305;2.4788,"(0, 0, 0);(0, 0, 0);(0, 0, 0)",7,2,16;20;21;15;24;26;30,"Ni₄@(0, 0, 0);Ni₈@(0, 0, 1);Ni₉@(0, 0, 1);Ni₃@(0, 0, 1);Co₃@(0, 0, 0);Co₅@(0, 0, 0);Co₉@(0, 0, 0)",Ni₄;Ni₈;Ni₉;Ni₃;Co₃;Co₅;Co₉,Ni;Ni;Ni;Ni;Co;Co;Co,0.487000;0.593000;0.602000;0.516000;1.069000;1.658000;1.665000,2.5108;2.5131;2.5187;2.5209;2.5236;2.5622;2.5965,"(0, 0, 0);(0, 0, 1);(0, 0, 1);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 0)",2,1,3;12,"Fe₁@(0, 0, 1);Fe₁₀@(0, 0, 0)",Fe₁;Fe₁₀,Fe;Fe,2.512000;2.409000,2.6526;2.6749,"(0, 0, 1);(0, 0, 0)",1,1,10,"Fe₈@(0, 0, 0)",Fe₈,Fe,2.413000,3.2670,"(0, 0, 0)"
13,Fe10Co10Ni9BP2,10,Fe₈,Fe,2.413,"0.737354,0.520584,0.748247",4,43.808,354.8781798,0.123445178,4,4,3;1;27;15,"Fe₁@(0, 0, 1);P₁@(0, 0, 0);Co₆@(1, 0, 0);Ni₃@(1, 0, 1)",Fe₁;P₁;Co₆;Ni₃,Fe;P;Co;Ni,2.512000;-0.038000;1.508000;0.516000,2.3869;2.4298;2.4482;2.4708,"(0, 0, 1);(0, 0, 0);(1, 0, 0);(1, 0, 1)",5,4,31;16;24;6;2,"Co₁₀@(0, 0, 0);Ni₄@(1, 0, 0);Co₃@(0, 0, 0);Fe₄@(0, 0, 0);P₂@(0, 0, 1)",Co₁₀;Ni₄;Co₃;Fe₄;P₂,Co;Ni;Co;Fe;P,1.258000;0.487000;1.069000;2.600000;-0.050000,2.4993;2.5012;2.5113;2.5446;2.5551,"(0, 0, 0);(1, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 1)",3,2,26;11;29,"Co₅@(1, 0, 0);Fe₉@(0, 0, 0);Co₈@(0, 0, 1)",Co₅;Fe₉;Co₈,Co;Fe;Co,1.658000;2.463000;1.695000,2.6253;2.6444;2.6640,"(1, 0, 0);(0, 0, 0);(0, 0, 1)",1,1,0,"B₁@(0, 0, 0)",B₁,B,-0.118000,3.0146,"(0, 0, 0)"
13,Fe10Co10Ni9BP2,11,Fe₉,Fe,2.463,"0.747049,0.240299,0.509117",4,43.808,354.8781798,0.123445178,1,1,0,"B₁@(0, 0, 0)",B₁,B,-0.118000,2.1742,"(0, 0, 0)",6,3,22;23;25;17;6;26,"Co₁@(1, 0, 0);Co₂@(0, 0, 0);Co₄@(1, 0, 0);Ni₅@(0, 0, 0);Fe₄@(0, 0, 0);Co₅@(1, 0, 0)",Co₁;Co₂;Co₄;Ni₅;Fe₄;Co₅,Co;Co;Co;Ni;Fe;Co,1.604000;1.324000;1.493000;0.565000;2.600000;1.658000,2.3820;2.4100;2.4401;2.4577;2.4650;2.4790,"(1, 0, 0);(0, 0, 0);(1, 0, 0);(0, 0, 0);(0, 0, 0);(1, 0, 0)",3,2,24;16;18,"Co₃@(0, 0, 0);Ni₄@(1, 0, 0);Ni₆@(0, 0, 0)",Co₃;Ni₄;Ni₆,Co;Ni;Ni,1.069000;0.487000;0.544000,2.4857;2.4910;2.5484,"(0, 0, 0);(1, 0, 0);(0, 0, 0)",2,2,28;10,"Co₇@(0, 0, 0);Fe₈@(0, 0, 0)",Co₇;Fe₈,Co;Fe,1.078000;2.413000,2.6027;2.6444,"(0, 0, 0);(0, 0, 0)"
13,Fe10Co10Ni9BP2,12,Fe₁₀,Fe,2.409,"0.231873,0.753569,0.480882",4,43.808,354.8781798,0.123445178,3,3,1;22;16,"P₁@(0, 0, 0);Co₁@(0, 1, 0);Ni₄@(0, 0, 0)",P₁;Co₁;Ni₄,P;Co;Ni,-0.038000;1.604000;0.487000,2.3253;2.3813;2.4206,"(0, 0, 0);(0, 1, 0);(0, 0, 0)",6,2,4;27;23;7;24;8,"Fe₂@(0, 0, 0);Co₆@(0, 0, 0);Co₂@(0, 1, 0);Fe₅@(0, 1, 0);Co₃@(0, 0, 0);Fe₆@(0, 0, 0)",Fe₂;Co₆;Co₂;Fe₅;Co₃;Fe₆,Fe;Co;Co;Fe;Co;Fe,2.379000;1.508000;1.324000;2.746000;1.069000;2.583000,2.4915;2.5014;2.5073;2.5442;2.5532;2.5686,"(0, 0, 0);(0, 0, 0);(0, 1, 0);(0, 1, 0);(0, 0, 0);(0, 0, 0)",3,2,19;5;9,"Ni₇@(0, 1, 0);Fe₃@(0, 0, 0);Fe₇@(0, 0, 0)",Ni₇;Fe₃;Fe₇,Ni;Fe;Fe,0.423000;2.467000;2.496000,2.6043;2.6418;2.6749,"(0, 1, 0);(0, 0, 0);(0, 0, 0)",1,1,31,"Co₁₀@(-1, 0, 0)",Co₁₀,Co,1.258000,3.2106,"(-1, 0, 0)"
13,Fe10Co10Ni9BP2,13,Ni₁,Ni,0.412,"0.005946,-0.003521,-0.003778",4,43.808,354.8781798,0.123445178,1,1,2,"P₂@(-1, -1, 0)",P₂,P,-0.050000,2.2895,"(-1, -1, 0)",8,3,29;7;21;20;18;19;27;26,"Co₈@(-1, 0, 0);Fe₅@(0, 0, 0);Ni₉@(0, -1, 0);Ni₈@(0, 0, 0);Ni₆@(-1, 0, 0);Ni₇@(0, 0, -1);Co₆@(0, -1, -1);Co₅@(0, 0, -1)",Co₈;Fe₅;Ni₉;Ni₈;Ni₆;Ni₇;Co₆;Co₅,Co;Fe;Ni;Ni;Ni;Ni;Co;Co,1.695000;2.746000;0.602000;0.593000;0.544000;0.423000;1.508000;1.658000,2.4306;2.4427;2.4657;2.4764;2.4912;2.5112;2.5156;2.5226,"(-1, 0, 0);(0, 0, 0);(0, -1, 0);(0, 0, 0);(-1, 0, 0);(0, 0, -1);(0, -1, -1);(0, 0, -1)",2,2,28;4,"Co₇@(-1, 0, -1);Fe₂@(0, -1, 0)",Co₇;Fe₂,Co;Fe,1.078000;2.379000,2.6019;2.7012,"(-1, 0, -1);(0, -1, 0)",1,1,25,"Co₄@(0, 0, 0)",Co₄,Co,1.493000,2.7786,"(0, 0, 0)"
13,Fe10Co10Ni9BP2,14,Ni₂,Ni,0.452,"0.498839,-0.000984,0.015123",4,43.808,354.8781798,0.123445178,6,4,2;29;21;7;20;28,"P₂@(0, -1, 0);Co₈@(0, 0, 0);Ni₉@(0, -1, 0);Fe₅@(0, 0, 0);Ni₈@(0, 0, 0);Co₇@(0, 0, -1)",P₂;Co₈;Ni₉;Fe₅;Ni₈;Co₇,P;Co;Ni;Fe;Ni;Co,-0.050000;1.695000;0.602000;2.746000;0.593000;1.078000,2.4134;2.4268;2.4704;2.4813;2.4941;2.5017,"(0, -1, 0);(0, 0, 0);(0, -1, 0);(0, 0, 0);(0, 0, 0);(0, 0, -1)",5,2,18;5;17;19;6,"Ni₆@(0, 0, 0);Fe₃@(0, -1, 0);Ni₅@(0, 0, 0);Ni₇@(0, 0, -1);Fe₄@(0, 0, -1)",Ni₆;Fe₃;Ni₅;Ni₇;Fe₄,Ni;Fe;Ni;Ni;Fe,0.544000;2.467000;0.565000;0.423000;2.600000,2.5144;2.5369;2.5447;2.5479;2.5837,"(0, 0, 0);(0, -1, 0);(0, 0, 0);(0, 0, -1);(0, 0, -1)",1,1,1,"P₁@(0, -1, -1)",P₁,P,-0.038000,2.9490,"(0, -1, -1)",3,2,13;13;23,"Ni₁@(0, 0, 0);Ni₁@(1, 0, 0);Co₂@(0, 0, 0)",Ni₁;Ni₁;Co₂,Ni;Ni;Co,0.412000;0.412000;1.324000,3.3664;3.4617;3.4637,"(0, 0, 0);(1, 0, 0);(0, 0, 0)"
13,Fe10Co10Ni9BP2,15,Ni₃,Ni,0.516,"-0.011368,0.504626,-0.013159",4,43.808,354.8781798,0.123445178,9,4,2;4;21;29;10;27;25;20;9,"P₂@(-1, 0, 0);Fe₂@(0, 0, 0);Ni₉@(0, 0, 0);Co₈@(-1, 0, 0);Fe₈@(-1, 0, -1);Co₆@(0, 0, -1);Co₄@(0, 0, 0);Ni₈@(0, 0, 0);Fe₇@(0, 0, -1)",P₂;Fe₂;Ni₉;Co₈;Fe₈;Co₆;Co₄;Ni₈;Fe₇,P;Fe;Ni;Co;Fe;Co;Co;Ni;Fe,-0.050000;2.379000;0.602000;1.695000;2.413000;1.508000;1.493000;0.593000;2.496000,2.4220;2.4333;2.4629;2.4671;2.4708;2.4742;2.4828;2.4830;2.5209,"(-1, 0, 0);(0, 0, 0);(0, 0, 0);(-1, 0, 0);(-1, 0, -1);(0, 0, -1);(0, 0, 0);(0, 0, 0);(0, 0, -1)",2,2,26;8,"Co₅@(0, 0, -1);Fe₆@(0, 0, 0)",Co₅;Fe₆,Co;Fe,1.658000;2.583000,2.5247;2.6167,"(0, 0, -1);(0, 0, 0)",2,2,0;3,"B₁@(-1, 0, 0);Fe₁@(-1, 0, 0)",B₁;Fe₁,B;Fe,-0.118000;2.512000,3.0775;3.1325,"(-1, 0, 0);(-1, 0, 0)",2,1,13;16,"Ni₁@(0, 1, 0);Ni₄@(0, 0, -1)",Ni₁;Ni₄,Ni;Ni,0.412000;0.487000,3.4593;3.5095,"(0, 1, 0);(0, 0, -1)"
