_input_row,candidate_formula,prototype_id,substitution,wyckoff_letter,central_site_index,central_species,central_frac_coords,neighbor_counts_pattern,neighbor_nspecies_pattern,n_detected_shells,shell1_count,shell1_nspecies,shell1_species,shell1_distances_A,shell2_count,shell2_nspecies,shell2_species,shell2_distances_A,shell3_count,shell3_nspecies,shell3_species,shell3_distances_A,shell4_count,shell4_nspecies,shell4_species,shell4_distances_A
0,,,,,0,Al,"0.000000,0.245434,0.259066",1|2|14|24,1|1|4|4,4,1,1,Si,0.1504,2,1,Co,1.5118;1.5118,14,4,"Co,Fe,Ni,Si",1.6411;1.6411;1.7335;1.7335;1.7451;1.7451;1.8156;1.8156;1.8665;1.8665;1.8675;1.8675;1.9236;1.9236,24,4,"Co,Fe,Ni,Si",2.3839;2.3839;2.3839;2.4508;2.4508;2.4508;2.4526;2.4526;2.4526;2.5003;2.5003;2.5003;2.5062;2.5062;2.5062;2.5095;2.5095;2.5095;2.5506;2.5506;2.5506;2.6376;2.6376;2.6376
0,,,,,1,Al,"1.000000,0.746860,0.748368",1|16|24|8,1|3|4|3,4,1,1,Co,0.0475,16,3,"Co,Fe,Ni",1.7420;1.7420;1.7492;1.7492;1.7622;1.7622;1.7624;1.7624;1.7780;1.7780;1.7897;1.7897;1.7999;1.7999;1.8223;1.8223,24,4,"Co,Fe,Ni,Si",2.4159;2.4159;2.4159;2.4215;2.4215;2.4215;2.4327;2.4327;2.4327;2.4834;2.4834;2.4834;2.5014;2.5014;2.5014;2.5278;2.5278;2.5278;2.5474;2.5474;2.5474;2.5771;2.5771;2.5771,8,3,"Co,Fe,Ni",3.4981;3.4981;3.5018;3.5018;3.5129;3.5129;3.5201;3.5201
0,,,,,2,Si,"2.000000,0.513840,0.999084",1|16|24|8,1|3|5|2,4,1,1,Fe,0.1166,16,3,"Co,Fe,Ni",1.6449;1.6449;1.6718;1.6718;1.7436;1.7436;1.7449;1.7449;1.7745;1.7745;1.7983;1.7983;1.8223;1.8223;1.9053;1.9053,24,5,"Al,Co,Fe,Ni,Si",2.4118;2.4118;2.4118;2.4159;2.4159;2.4159;2.4439;2.4439;2.4439;2.4474;2.4474;2.4474;2.5082;2.5082;2.5082;2.5578;2.5578;2.5578;2.5818;2.5818;2.5818;2.6376;2.6376;2.6376,8,2,"Fe,Ni",3.4322;3.4322;3.4607;3.4607;3.5167;3.5167;3.5211;3.5211
0,,,,,3,Si,"3.000000,0.972854,0.250913",1|4|10|2,1|1|4|1,4,1,1,Ni,0.1901,4,1,Ni,1.5637;1.5637;1.5872;1.5872,10,4,"Al,Co,Fe,Ni",1.7143;1.7143;1.7255;1.7255;1.7636;1.7636;1.8292;1.8292;1.9236;1.9236,2,1,Si,2.0686;2.0686
0,,,,,4,Si,"4.000000,0.266093,0.253829",1|14|2|24,1|3|1|4,4,1,1,Al,0.1504,14,3,"Co,Fe,Ni",1.5576;1.5576;1.6107;1.6107;1.6684;1.6684;1.7204;1.7204;1.7841;1.7841;1.8295;1.8295;1.8786;1.8786,2,1,Si,2.0686;2.0686,24,4,"Co,Fe,Ni,Si",2.3755;2.3755;2.3755;2.4236;2.4236;2.4236;2.4263;2.4263;2.4263;2.5082;2.5082;2.5082;2.5160;2.5160;2.5160;2.5285;2.5285;2.5285;2.5775;2.5775;2.5775;2.6401;2.6401;2.6401
0,,,,,5,Fe,"5.000000,0.509058,0.497947",1|16|24|8,1|3|5|3,4,1,1,Ni,0.0757,16,3,"Co,Fe,Ni",1.6789;1.6789;1.7092;1.7092;1.7451;1.7451;1.7638;1.7638;1.7718;1.7718;1.7753;1.7753;1.8107;1.8107;1.8860;1.8860,24,5,"Al,Co,Fe,Ni,Si",2.4263;2.4263;2.4263;2.4327;2.4327;2.4327;2.4349;2.4349;2.4349;2.4355;2.4355;2.4355;2.4668;2.4668;2.4668;2.5062;2.5062;2.5062;2.5369;2.5369;2.5369;2.5449;2.5449;2.5449,8,3,"Co,Fe,Si",3.4164;3.4164;3.4731;3.4731;3.5108;3.5108;3.5167;3.5167
0,,,,,6,Fe,"6.000000,0.004360,0.008229",1|16|24|8,1|4|5|3,4,1,1,Ni,0.0503,16,4,"Co,Fe,Ni,Si",1.7032;1.7032;1.7155;1.7155;1.7255;1.7255;1.7747;1.7747;1.7891;1.7891;1.8171;1.8171;1.8180;1.8180;1.8198;1.8198,24,5,"Al,Co,Fe,Ni,Si",2.4508;2.4508;2.4508;2.4814;2.4814;2.4814;2.4832;2.4832;2.4832;2.5221;2.5221;2.5221;2.5285;2.5285;2.5285;2.5313;2.5313;2.5313;2.5428;2.5428;2.5428;2.5771;2.5771;2.5771,8,3,"Co,Fe,Si",3.4136;3.4136;3.4607;3.4607;3.4782;3.4782;3.5151;3.5151
0,,,,,7,Fe,"7.000000,0.497338,3.000000",1|16|24|8,1|3|5|2,4,1,1,Si,0.1166,16,3,"Co,Fe,Ni",1.7060;1.7060;1.7355;1.7355;1.7402;1.7402;1.7614;1.7614;1.7773;1.7773;1.7882;1.7882;1.7888;1.7888;1.7987;1.7987,24,5,"Al,Co,Fe,Ni,Si",2.4236;2.4236;2.4236;2.4793;2.4793;2.4793;2.4882;2.4882;2.4882;2.5014;2.5014;2.5014;2.5036;2.5036;2.5036;2.5204;2.5204;2.5204;2.5339;2.5339;2.5339;2.5506;2.5506;2.5506,8,2,"Fe,Ni",3.4782;3.4782;3.5057;3.5057;3.5108;3.5108;3.5127;3.5127
0,,,,,8,Fe,"8.000000,0.001359,0.492487",1|16|24|8,1|4|5|2,4,1,1,Co,0.1340,16,4,"Co,Fe,Ni,Si",1.6983;1.6983;1.7084;1.7084;1.7143;1.7143;1.7641;1.7641;1.7744;1.7744;1.7952;1.7952;1.8158;1.8158;1.8176;1.8176,24,5,"Al,Co,Fe,Ni,Si",2.3839;2.3839;2.3839;2.4440;2.4440;2.4440;2.4762;2.4762;2.4762;2.4953;2.4953;2.4953;2.5152;2.5152;2.5152;2.5160;2.5160;2.5160;2.5196;2.5196;2.5196;2.5474;2.5474;2.5474,8,2,"Fe,Ni",3.4136;3.4136;3.4553;3.4553;3.4731;3.4731;3.5059;3.5059
0,,,,,9,Fe,"9.000000,0.000564,0.750086",1|16|24|8,1|4|3|4,4,1,1,Fe,0.0327,16,4,"Al,Co,Fe,Ni",1.6954;1.6954;1.7422;1.7422;1.7520;1.7520;1.7628;1.7628;1.7778;1.7778;1.7897;1.7897;1.8158;1.8158;1.8198;1.8198,24,3,"Co,Fe,Ni",2.4735;2.4735;2.4735;2.4881;2.4881;2.4881;2.4951;2.4951;2.4951;2.4959;2.4959;2.4959;2.4967;2.4967;2.4967;2.5026;2.5026;2.5026;2.5948;2.5948;2.5948;2.5987;2.5987;2.5987,8,4,"Co,Fe,Ni,Si",3.4650;3.4650;3.5024;3.5024;3.5141;3.5141;3.5237;3.5237
0,,,,,10,Fe,"10.000000,0.005190,0.750325",1|16|24|8,1|4|3|4,4,1,1,Fe,0.0327,16,4,"Al,Co,Fe,Ni",1.6984;1.6984;1.7194;1.7194;1.7302;1.7302;1.7749;1.7749;1.7765;1.7765;1.8176;1.8176;1.8180;1.8180;1.8223;1.8223,24,3,"Co,Fe,Ni",2.4513;2.4513;2.4513;2.4635;2.4635;2.4635;2.5182;2.5182;2.5182;2.5187;2.5187;2.5187;2.5194;2.5194;2.5194;2.5271;2.5271;2.5271;2.5746;2.5746;2.5746;2.5759;2.5759;2.5759,8,4,"Co,Fe,Ni,Si",3.4324;3.4324;3.4698;3.4698;3.5159;3.5159;3.5272;3.5272
0,,,,,11,Fe,"11.000000,0.497053,0.747863",1|16|18|6,1|5|2|2,4,1,1,Co,0.0431,16,5,"Al,Co,Fe,Ni,Si",1.7396;1.7396;1.7507;1.7507;1.7589;1.7589;1.7622;1.7622;1.7638;1.7638;1.7745;1.7745;1.7773;1.7773;1.8096;1.8096,18,2,"Co,Ni",2.4201;2.4201;2.4201;2.4364;2.4364;2.4364;2.4788;2.4788;2.4788;2.4837;2.4837;2.4837;2.5146;2.5146;2.5146;2.5230;2.5230;2.5230,6,2,"Co,Fe",2.6350;2.6350;2.6350;2.6498;2.6498;2.6498
0,,,,,12,Fe,"12.000000,0.245169,0.026245",1|10|6|24,1|4|3|4,4,1,1,Ni,0.2357,10,4,"Al,Fe,Ni,Si",1.6107;1.6107;1.6411;1.6411;1.7032;1.7032;1.7347;1.7347;1.7888;1.7888,6,3,"Co,Fe,Si",1.9053;1.9053;1.9536;1.9536;1.9765;1.9765,24,4,"Co,Fe,Ni,Si",2.3515;2.3515;2.3515;2.3845;2.3845;2.3845;2.4263;2.4263;2.4263;2.4920;2.4920;2.4920;2.5759;2.5759;2.5759;2.5987;2.5987;2.5987;2.6405;2.6405;2.6405;2.6498;2.6498;2.6498
0,,,,,13,Fe,"13.000000,0.250454,0.749161",1|12|4|24,1|3|2|4,4,1,1,Co,0.0256,12,3,"Co,Fe,Ni",1.7023;1.7023;1.7102;1.7102;1.7295;1.7295;1.7302;1.7302;1.7396;1.7396;1.7628;1.7628,4,2,"Co,Fe",1.9436;1.9436;1.9536;1.9536,24,4,"Co,Fe,Ni,Si",2.4759;2.4759;2.4759;2.4793;2.4793;2.4793;2.4891;2.4891;2.4891;2.5116;2.5116;2.5116;2.5196;2.5196;2.5196;2.5221;2.5221;2.5221;2.5449;2.5449;2.5449;2.5578;2.5578;2.5578
0,,,,,14,Ni,"14.000000,0.000384,0.002301",1|16|24|8,1|4|5|3,4,1,1,Fe,0.0503,16,4,"Co,Fe,Ni,Si",1.7347;1.7347;1.7569;1.7569;1.7604;1.7604;1.7636;1.7636;1.7765;1.7765;1.7778;1.7778;1.7878;1.7878;1.8009;1.8009,24,5,"Al,Co,Fe,Ni,Si",2.4907;2.4907;2.4907;2.4919;2.4919;2.4919;2.4933;2.4933;2.4933;2.5003;2.5003;2.5003;2.5116;2.5116;2.5116;2.5204;2.5204;2.5204;2.5278;2.5278;2.5278;2.5775;2.5775;2.5775,8,3,"Co,Fe,Si",3.4322;3.4322;3.4553;3.4553;3.4728;3.4728;3.5057;3.5057
0,,,,,15,Ni,"15.000000,0.498331,0.498342",1|16|24|8,1|3|5|3,4,1,1,Fe,0.0757,16,3,"Co,Fe,Ni",1.7350;1.7350;1.7385;1.7385;1.7545;1.7545;1.7589;1.7589;1.7766;1.7766;1.7779;1.7779;1.7849;1.7849;1.8109;1.8109,24,5,"Al,Co,Fe,Ni,Si",2.3755;2.3755;2.3755;2.4526;2.4526;2.4526;2.4806;2.4806;2.4806;2.4834;2.4834;2.4834;2.4891;2.4891;2.4891;2.4900;2.4900;2.4900;2.4912;2.4912;2.4912;2.5182;2.5182;2.5182,8,3,"Co,Fe,Si",3.4919;3.4919;3.5059;3.5059;3.5127;3.5127;3.5211;3.5211
0,,,,,16,Ni,"16.000000,0.999791,0.251551",1|16|6|18,1|5|2|2,4,1,1,Si,0.1901,16,5,"Al,Co,Fe,Ni,Si",1.6983;1.6983;1.7155;1.7155;1.7335;1.7335;1.7537;1.7537;1.7569;1.7569;1.7772;1.7772;1.8200;1.8200;1.8786;1.8786,6,2,"Co,Fe",2.3184;2.3184;2.3184;2.3515;2.3515;2.3515,18,2,"Co,Ni",2.4720;2.4720;2.4720;2.4902;2.4902;2.4902;2.5078;2.5078;2.5078;2.5292;2.5292;2.5292;2.5295;2.5295;2.5295;2.5596;2.5596;2.5596
0,,,,,17,Ni,"17.000000,0.747006,0.996527",1|2|14|24,1|1|4|4,4,1,1,Co,0.0393,2,1,Si,1.6449;1.6449,14,4,"Al,Co,Fe,Ni",1.7484;1.7484;1.7492;1.7492;1.7614;1.7614;1.7796;1.7796;1.7878;1.7878;1.8019;1.8019;1.8171;1.8171,24,4,"Co,Fe,Ni,Si",2.3963;2.3963;2.3963;2.4326;2.4326;2.4326;2.4666;2.4666;2.4666;2.4837;2.4837;2.4837;2.4959;2.4959;2.4959;2.5182;2.5182;2.5182;2.5252;2.5252;2.5252;2.5295;2.5295;2.5295
0,,,,,18,Ni,"18.000000,0.255545,0.994483",1|16|21|3,1|5|3|1,4,1,1,Fe,0.2357,16,5,"Al,Co,Fe,Ni,Si",1.7060;1.7060;1.7295;1.7295;1.7529;1.7529;1.7747;1.7747;1.8009;1.8009;1.8223;1.8223;1.8295;1.8295;1.8665;1.8665,21,3,"Co,Fe,Ni",2.4255;2.4255;2.4255;2.4364;2.4364;2.4364;2.4635;2.4635;2.4635;2.4837;2.4837;2.4837;2.4881;2.4881;2.4881;2.5226;2.5226;2.5226;2.5596;2.5596;2.5596,3,1,Si,2.6941;2.6941;2.6941
0,,,,,19,Ni,"19.000000,0.252530,0.506548",1|16|24|8,1|5|4|3,4,1,1,Co,0.2426,16,5,"Al,Co,Fe,Ni,Si",1.6873;1.6873;1.7102;1.7102;1.7350;1.7350;1.7451;1.7451;1.7744;1.7744;1.7841;1.7841;1.8107;1.8107;1.8292;1.8292,24,4,"Co,Fe,Ni,Si",2.3786;2.3786;2.3786;2.4201;2.4201;2.4201;2.4513;2.4513;2.4513;2.4735;2.4735;2.4735;2.5292;2.5292;2.5292;2.5476;2.5476;2.5476;2.5819;2.5819;2.5819;2.6693;2.6693;2.6693,8,3,"Co,Fe,Ni",3.3859;3.3859;3.4394;3.4394;3.4886;3.4886;3.5194;3.5194
0,,,,,20,Ni,"20.000000,0.751360,0.498388",1|16|3|21,1|4|1|3,4,1,1,Co,0.0365,16,4,"Al,Co,Fe,Ni",1.7080;1.7080;1.7092;1.7092;1.7359;1.7359;1.7581;1.7581;1.7624;1.7624;1.7637;1.7637;1.7641;1.7641;1.7849;1.7849,3,1,Si,2.3442;2.3442;2.3442,21,3,"Co,Fe,Ni",2.4578;2.4578;2.4578;2.4720;2.4720;2.4720;2.4951;2.4951;2.4951;2.4962;2.4962;2.4962;2.5146;2.5146;2.5146;2.5194;2.5194;2.5194;2.5271;2.5271;2.5271
0,,,,,21,Ni,"21.000000,0.751184,0.252126",1|2|14|24,1|1|2|4,4,1,1,Ni,0.0322,2,1,Si,1.5637;1.5637,14,2,"Co,Ni",1.7028;1.7028;1.7359;1.7359;1.7537;1.7537;1.7550;1.7550;1.7562;1.7562;1.7731;1.7731;1.8019;1.8019,24,4,"Co,Fe,Ni,Si",2.4355;2.4355;2.4355;2.4439;2.4439;2.4439;2.4440;2.4440;2.4440;2.4814;2.4814;2.4814;2.4897;2.4897;2.4897;2.4907;2.4907;2.4907;2.4912;2.4912;2.4912;2.5204;2.5204;2.5204
0,,,,,22,Ni,"22.000000,0.747860,0.248994",1|16|24|2,1|3|4|1,4,1,1,Ni,0.0322,16,3,"Co,Ni,Si",1.5872;1.5872;1.6790;1.6790;1.7312;1.7312;1.7512;1.7512;1.7581;1.7581;1.7772;1.7772;1.7780;1.7780;1.7796;1.7796,24,4,"Co,Fe,Ni,Si",2.4118;2.4118;2.4118;2.4349;2.4349;2.4349;2.4762;2.4762;2.4762;2.4832;2.4832;2.4832;2.4882;2.4882;2.4882;2.4900;2.4900;2.4900;2.4919;2.4919;2.4919;2.5218;2.5218;2.5218,2,1,Si,3.3987;3.3987
0,,,,,23,Co,"23.000000,0.993242,0.509658",1|16|21|3,1|4|4|1,4,1,1,Fe,0.1340,16,4,"Co,Fe,Ni,Si",1.6954;1.6954;1.6984;1.6984;1.7080;1.7080;1.7377;1.7377;1.7790;1.7790;1.8200;1.8200;1.8292;1.8292;1.8292;1.8292,21,4,"Al,Co,Fe,Ni",2.3887;2.3887;2.3887;2.4215;2.4215;2.4215;2.4521;2.4521;2.4521;2.4759;2.4759;2.4759;2.4897;2.4897;2.4897;2.5095;2.5095;2.5095;2.5218;2.5218;2.5218,3,1,Si,2.6401;2.6401;2.6401
0,,,,,24,Co,"24.000000,0.502461,0.246164",1|16|24|2,1|4|3|1,4,1,1,Co,0.0522,16,4,"Al,Fe,Ni,Si",1.6684;1.6684;1.7312;1.7312;1.7355;1.7355;1.7436;1.7436;1.7550;1.7550;1.7753;1.7753;1.7779;1.7779;1.8156;1.8156,24,3,"Co,Fe,Ni",2.3845;2.3845;2.3845;2.4364;2.4364;2.4364;2.4654;2.4654;2.4654;2.4666;2.4666;2.4666;2.4837;2.4837;2.4837;2.4894;2.4894;2.4894;2.4962;2.4962;2.4962;2.5476;2.5476;2.5476,2,1,Si,3.3183;3.3183
0,,,,,25,Co,"25.000000,0.491720,0.744880",1|16|24|8,1|5|3|2,4,1,1,Fe,0.0431,16,5,"Al,Co,Fe,Ni,Si",1.7023;1.7023;1.7131;1.7131;1.7385;1.7385;1.7451;1.7451;1.7983;1.7983;1.7987;1.7987;1.7999;1.7999;1.8474;1.8474,24,3,"Co,Fe,Ni",2.3786;2.3786;2.3786;2.4255;2.4255;2.4255;2.4911;2.4911;2.4911;2.5252;2.5252;2.5252;2.5271;2.5271;2.5271;2.5645;2.5645;2.5645;2.5941;2.5941;2.5941;2.6405;2.6405;2.6405,8,2,"Co,Fe",3.4324;3.4324;3.4650;3.4650;3.5150;3.5150;3.5164;3.5164
0,,,,,26,Co,"26.000000,0.509852,0.246587",1|16|24|2,1|4|3|1,4,1,1,Co,0.0522,16,4,"Al,Fe,Ni,Si",1.6790;1.6790;1.7028;1.7028;1.7204;1.7204;1.7402;1.7402;1.7449;1.7449;1.7718;1.7718;1.7766;1.7766;1.8675;1.8675,24,3,"Co,Fe,Ni",2.4263;2.4263;2.4263;2.4307;2.4307;2.4307;2.4326;2.4326;2.4326;2.4514;2.4514;2.4514;2.4578;2.4578;2.4578;2.4740;2.4740;2.4740;2.5226;2.5226;2.5226;2.5819;2.5819;2.5819,2,1,Si,3.2662;3.2662
0,,,,,27,Co,"27.000000,0.242766,0.473522",1|4|12|3,1|2|3|1,4,1,1,Ni,0.2426,4,2,"Al,Si",1.5118;1.5118;1.5576;1.5576,12,3,"Co,Fe,Ni",1.7084;1.7084;1.7790;1.7790;1.8109;1.8109;1.8860;1.8860;1.9202;1.9202;1.9436;1.9436,3,1,Ni,2.3184;2.3184;2.3184
0,,,,,28,Co,"28.000000,0.747038,0.501233",1|16|24|8,1|4|4|2,4,1,1,Ni,0.0365,16,4,"Al,Co,Fe,Ni",1.6789;1.6789;1.7377;1.7377;1.7420;1.7420;1.7441;1.7441;1.7545;1.7545;1.7562;1.7562;1.7780;1.7780;1.7952;1.7952,24,4,"Co,Fe,Ni,Si",2.3795;2.3795;2.3795;2.4514;2.4514;2.4514;2.4788;2.4788;2.4788;2.4894;2.4894;2.4894;2.4911;2.4911;2.4911;2.5026;2.5026;2.5026;2.5078;2.5078;2.5078;2.5271;2.5271;2.5271,8,2,"Co,Ni",3.4886;3.4886;3.4913;3.4913;3.5028;3.5028;3.5199;3.5199
0,,,,,29,Co,"29.000000,0.750837,0.000587",1|16|24|8,1|5|4|3,4,1,1,Ni,0.0393,16,5,"Al,Co,Fe,Ni,Si",1.6718;1.6718;1.7512;1.7512;1.7604;1.7604;1.7731;1.7731;1.7764;1.7764;1.7780;1.7780;1.7882;1.7882;1.7891;1.7891,24,4,"Co,Fe,Ni,Si",2.3570;2.3570;2.3570;2.4307;2.4307;2.4307;2.4654;2.4654;2.4654;2.4902;2.4902;2.4902;2.4967;2.4967;2.4967;2.5187;2.5187;2.5187;2.5230;2.5230;2.5230;2.5645;2.5645;2.5645,8,3,"Co,Fe,Ni",3.4914;3.4914;3.4941;3.4941;3.5089;3.5089;3.5199;3.5199
0,,,,,30,Co,"30.000000,0.753589,0.748594",1|16|24|8,1|3|4|3,4,1,1,Al,0.0475,16,3,"Co,Fe,Ni",1.7422;1.7422;1.7441;1.7441;1.7484;1.7484;1.7637;1.7637;1.7749;1.7749;1.7764;1.7764;1.8096;1.8096;1.8474;1.8474,24,4,"Co,Fe,Ni,Si",2.3887;2.3887;2.3887;2.4474;2.4474;2.4474;2.4668;2.4668;2.4668;2.4933;2.4933;2.4933;2.5152;2.5152;2.5152;2.5182;2.5182;2.5182;2.5339;2.5339;2.5339;2.5428;2.5428;2.5428,8,3,"Co,Fe,Ni",3.4940;3.4940;3.4996;3.4996;3.5050;3.5050;3.5218;3.5218
0,,,,,31,Co,"31.000000,0.248879,0.745882",1|12|4|24,1|3|2|4,4,1,1,Fe,0.0256,12,3,"Co,Fe,Ni",1.6873;1.6873;1.7131;1.7131;1.7194;1.7194;1.7507;1.7507;1.7520;1.7520;1.7529;1.7529,4,2,"Co,Fe",1.9202;1.9202;1.9765;1.9765,24,4,"Co,Fe,Ni,Si",2.4521;2.4521;2.4521;2.4806;2.4806;2.4806;2.4953;2.4953;2.4953;2.5036;2.5036;2.5036;2.5204;2.5204;2.5204;2.5313;2.5313;2.5313;2.5369;2.5369;2.5369;2.5818;2.5818;2.5818
1,,,,,0,Al,"0.000000,0.993566,0.988913",1|16|24|8,1|4|4|4,4,1,1,Co,0.0931,16,4,"Al,Co,Fe,Ni",1.6909;1.6909;1.7163;1.7163;1.7484;1.7484;1.7733;1.7733;1.8703;1.8703;1.8755;1.8755;1.9224;1.9224;1.9546;1.9546,24,4,"Co,Cu,Fe,Ni",2.4796;2.4796;2.4796;2.4983;2.4983;2.4983;2.5219;2.5219;2.5219;2.5764;2.5764;2.5764;2.5766;2.5766;2.5766;2.5818;2.5818;2.5818;2.6121;2.6121;2.6121;2.6235;2.6235;2.6235,8,4,"Al,Co,Cu,Fe",3.4426;3.4426;3.4679;3.4679;3.5271;3.5271;3.5575;3.5575
1,,,,,1,Al,"1.000000,0.004082,0.518340",1|12|4|12,1|3|2|4,4,1,1,Co,0.1159,12,3,"Co,Cu,Ni",1.6942;1.6942;1.7481;1.7481;1.7557;1.7557;1.7568;1.7568;1.7796;1.7796;1.8014;1.8014,4,2,"Al,Fe",1.9191;1.9191;1.9503;1.9503,12,4,"Co,Cu,Fe,Ni",2.3809;2.3809;2.3809;2.4728;2.4728;2.4728;2.4872;2.4872;2.4872;2.4889;2.4889;2.4889
1,,,,,2,Al,"2.000000,0.494865,0.506481",1|16|24|8,1|4|4|4,4,1,1,Fe,0.1294,16,4,"Co,Cu,Fe,Ni",1.7484;1.7484;1.7576;1.7576;1.7627;1.7627;1.7707;1.7707;1.8382;1.8382;1.8673;1.8673;1.8702;1.8702;1.8739;1.8739,24,4,"Co,Cu,Fe,Ni",2.4491;2.4491;2.4491;2.5122;2.5122;2.5122;2.5136;2.5136;2.5136;2.5325;2.5325;2.5325;2.5850;2.5850;2.5850;2.5915;2.5915;2.5915;2.6265;2.6265;2.6265;2.6319;2.6319;2.6319,8,4,"Al,Co,Cu,Fe",3.5079;3.5079;3.5196;3.5196;3.5890;3.5890;3.6189;3.6189
1,,,,,3,Al,"3.000000,0.992709,0.256163",1|16|24|4,1|4|4|2,4,1,1,Fe,0.0491,16,4,"Al,Co,Fe,Ni",1.7174;1.7174;1.7305;1.7305;1.7701;1.7701;1.8018;1.8018;1.8035;1.8035;1.8677;1.8677;1.9191;1.9191;1.9546;1.9546,24,4,"Al,Co,Cu,Ni",2.4418;2.4418;2.4418;2.5214;2.5214;2.5214;2.5317;2.5317;2.5317;2.5437;2.5437;2.5437;2.5647;2.5647;2.5647;2.6412;2.6412;2.6412;2.6436;2.6436;2.6436;2.6928;2.6928;2.6928,4,2,"Cu,Fe",3.4915;3.4915;3.5031;3.5031
1,,,,,4,Al,"4.000000,0.255018,0.001559",1|16|24|8,1|5|5|3,4,1,1,Al,0.0626,16,5,"Al,Co,Cu,Fe,Ni",1.7513;1.7513;1.7924;1.7924;1.7955;1.7955;1.8101;1.8101;1.8242;1.8242;1.8703;1.8703;1.9011;1.9011;1.9175;1.9175,24,5,"Al,Co,Cu,Fe,Ni",2.4927;2.4927;2.4927;2.5271;2.5271;2.5271;2.5359;2.5359;2.5359;2.5468;2.5468;2.5468;2.5890;2.5890;2.5890;2.5920;2.5920;2.5920;2.5945;2.5945;2.5945;2.6436;2.6436;2.6436,8,3,"Al,Cu,Ni",3.5055;3.5055;3.5637;3.5637;3.6298;3.6298;3.6484;3.6484
1,,,,,5,Al,"5.000000,0.745390,0.987498",1|12|4|24,1|5|2|5,4,1,1,Ni,0.1230,12,5,"Al,Co,Cu,Fe,Ni",1.6956;1.6956;1.7429;1.7429;1.7555;1.7555;1.7566;1.7566;1.7600;1.7600;1.7733;1.7733,4,2,"Co,Fe",1.9244;1.9244;1.9599;1.9599,24,5,"Al,Co,Cu,Fe,Ni",2.4642;2.4642;2.4642;2.4962;2.4962;2.4962;2.5163;2.5163;2.5163;2.5300;2.5300;2.5300;2.5871;2.5871;2.5871;2.5917;2.5917;2.5917;2.6412;2.6412;2.6412;2.6423;2.6423;2.6423
1,,,,,6,Al,"6.000000,0.256016,0.993050",1|16|24|8,1|5|5|3,4,1,1,Al,0.0626,16,5,"Al,Co,Cu,Fe,Ni",1.7333;1.7333;1.7452;1.7452;1.8028;1.8028;1.8549;1.8549;1.8555;1.8555;1.8755;1.8755;1.8867;1.8867;1.9092;1.9092,24,5,"Al,Co,Cu,Fe,Ni",2.4539;2.4539;2.4539;2.4769;2.4769;2.4769;2.5423;2.5423;2.5423;2.5503;2.5503;2.5503;2.5760;2.5760;2.5760;2.5868;2.5868;2.5868;2.6438;2.6438;2.6438;2.6928;2.6928;2.6928,8,3,"Al,Cu,Ni",3.4970;3.4970;3.5571;3.5571;3.5862;3.5862;3.6223;3.6223
1,,,,,7,Fe,"7.000000,0.497176,0.488935",1|16|24|8,1|4|4|4,4,1,1,Al,0.1294,16,4,"Co,Cu,Fe,Ni",1.7414;1.7414;1.7452;1.7452;1.7743;1.7743;1.7820;1.7820;1.8279;1.8279;1.8501;1.8501;1.8760;1.8760;1.8991;1.8991,24,4,"Co,Cu,Fe,Ni",2.4901;2.4901;2.4901;2.5057;2.5057;2.5057;2.5246;2.5246;2.5246;2.5516;2.5516;2.5516;2.5526;2.5526;2.5526;2.5936;2.5936;2.5936;2.6119;2.6119;2.6119;2.6180;2.6180;2.6180,8,4,"Al,Co,Cu,Fe",3.5301;3.5301;3.5376;3.5376;3.5668;3.5668;3.5987;3.5987
1,,,,,8,Fe,"8.000000,0.508300,-0.002969",1|16|24|4,1|4|4|2,4,1,1,Cu,0.0662,16,4,"Al,Cu,Fe,Ni",1.6956;1.6956;1.7543;1.7543;1.8028;1.8028;1.8101;1.8101;1.8192;1.8192;1.8410;1.8410;1.8535;1.8535;1.8573;1.8573,24,4,"Co,Cu,Fe,Ni",2.5007;2.5007;2.5007;2.5136;2.5136;2.5136;2.5319;2.5319;2.5319;2.5442;2.5442;2.5442;2.5611;2.5611;2.5611;2.6413;2.6413;2.6413;2.6451;2.6451;2.6451;2.6453;2.6453;2.6453,4,2,"Al,Co",3.4345;3.4345;3.4679;3.4679
1,,,,,9,Fe,"9.000000,0.997876,0.251735",1|16|24|8,1|4|4|4,4,1,1,Al,0.0491,16,4,"Al,Co,Fe,Ni",1.7322;1.7322;1.7539;1.7539;1.7645;1.7645;1.7677;1.7677;1.8349;1.8349;1.8362;1.8362;1.9224;1.9224;1.9503;1.9503,24,4,"Al,Co,Cu,Ni",2.4907;2.4907;2.4907;2.5230;2.5230;2.5230;2.5401;2.5401;2.5401;2.5617;2.5617;2.5617;2.5806;2.5806;2.5806;2.5945;2.5945;2.5945;2.6423;2.6423;2.6423;2.6438;2.6438;2.6438,8,4,"Co,Cu,Fe,Ni",3.5283;3.5283;3.5398;3.5398;3.6099;3.6099;3.6438;3.6438
