_input_row,candidate_formula,prototype_id,substitution,wyckoff_letter,central_site_index,central_species,central_frac_coords,neighbor_counts_pattern,neighbor_nspecies_pattern,n_detected_shells,shell1_count,shell1_nspecies,shell1_species,shell1_distances_A,shell2_count,shell2_nspecies,shell2_species,shell2_distances_A,shell3_count,shell3_nspecies,shell3_species,shell3_distances_A,shell4_count,shell4_nspecies,shell4_species,shell4_distances_A
11,,,,,0,Al,"0.000000,0.504062,0.746376",1|16|24|8,1|4|4|2,4,1,1,Co,0.0158,16,4,"Al,Co,Ni,Si",1.7269;1.7269;1.7494;1.7494;1.7565;1.7565;1.7731;1.7731;1.7757;1.7757;1.7911;1.7911;1.8250;1.8250;1.8686;1.8686,24,4,"Co,Fe,Ni,Si",2.4488;2.4488;2.4488;2.4858;2.4858;2.4858;2.5029;2.5029;2.5029;2.5030;2.5030;2.5030;2.5264;2.5264;2.5264;2.5445;2.5445;2.5445;2.5588;2.5588;2.5588;2.5731;2.5731;2.5731,8,2,"Co,Fe",3.4589;3.4589;3.5005;3.5005;3.5537;3.5537;3.5648;3.5648
11,,,,,1,Al,"1.000000,0.750292,0.745825",1|16|24|8,1|5|3|3,4,1,1,Ni,0.0764,16,5,"Al,Co,Fe,Ni,Si",1.7269;1.7269;1.7289;1.7289;1.7320;1.7320;1.7604;1.7604;1.7842;1.7842;1.7866;1.7866;1.8825;1.8825;1.9048;1.9048,24,3,"Co,Fe,Ni",2.4761;2.4761;2.4761;2.4871;2.4871;2.4871;2.5080;2.5080;2.5080;2.5241;2.5241;2.5241;2.5327;2.5327;2.5327;2.5375;2.5375;2.5375;2.5713;2.5713;2.5713;2.5823;2.5823;2.5823,8,3,"Co,Ni,Si",3.4957;3.4957;3.5026;3.5026;3.5680;3.5680;3.5741;3.5741
11,,,,,2,Si,"2.000000,0.744663,0.007331",1|16|24|8,1|4|4|2,4,1,1,Fe,0.0500,16,4,"Al,Co,Fe,Ni",1.7161;1.7161;1.7413;1.7413;1.7417;1.7417;1.7476;1.7476;1.7807;1.7807;1.8224;1.8224;1.8392;1.8392;1.8825;1.8825,24,4,"Al,Co,Fe,Ni",2.4859;2.4859;2.4859;2.4886;2.4886;2.4886;2.4985;2.4985;2.4985;2.5159;2.5159;2.5159;2.5215;2.5215;2.5215;2.5264;2.5264;2.5264;2.5661;2.5661;2.5661;2.5923;2.5923;2.5923,8,2,"Fe,Ni",3.4608;3.4608;3.4645;3.4645;3.5313;3.5313;3.5550;3.5550
11,,,,,3,Si,"3.000000,0.250907,0.750385",1|16|24|8,1|4|3|3,4,1,1,Co,0.0159,16,4,"Al,Co,Fe,Ni",1.7249;1.7249;1.7737;1.7737;1.7757;1.7757;1.7792;1.7792;1.7947;1.7947;1.7949;1.7949;1.8090;1.8090;1.8181;1.8181,24,3,"Co,Fe,Ni",2.4567;2.4567;2.4567;2.4691;2.4691;2.4691;2.4841;2.4841;2.4841;2.5187;2.5187;2.5187;2.5204;2.5204;2.5204;2.5253;2.5253;2.5253;2.5435;2.5435;2.5435;2.5487;2.5487;2.5487,8,3,"Al,Co,Ni",3.4660;3.4660;3.5026;3.5026;3.5901;3.5901;3.5976;3.5976
11,,,,,4,Fe,"4.000000,0.006824,0.000765",1|16|24|8,1|4|4|2,4,1,1,Co,0.0595,16,4,"Co,Fe,Ni,Si",1.7109;1.7109;1.7143;1.7143;1.7667;1.7667;1.7934;1.7934;1.7953;1.7953;1.7954;1.7954;1.8128;1.8128;1.8392;1.8392,24,4,"Al,Co,Ni,Si",2.4702;2.4702;2.4702;2.4760;2.4760;2.4760;2.4822;2.4822;2.4822;2.4841;2.4841;2.4841;2.4957;2.4957;2.4957;2.5435;2.5435;2.5435;2.5482;2.5482;2.5482;2.5713;2.5713;2.5713,8,2,"Fe,Ni",3.4334;3.4334;3.4646;3.4646;3.5391;3.5391;3.5906;3.5906
11,,,,,5,Fe,"5.000000,0.999393,0.499600",1|16|24|8,1|3|4|3,4,1,1,Fe,0.0550,16,3,"Co,Fe,Ni",1.7451;1.7451;1.7677;1.7677;1.7736;1.7736;1.7821;1.7821;1.7956;1.7956;1.7972;1.7972;1.8122;1.8122;1.8240;1.8240,24,4,"Al,Co,Ni,Si",2.4871;2.4871;2.4871;2.5004;2.5004;2.5004;2.5009;2.5009;2.5009;2.5028;2.5028;2.5028;2.5107;2.5107;2.5107;2.5120;2.5120;2.5120;2.5239;2.5239;2.5239;2.5253;2.5253;2.5253,8,3,"Co,Fe,Ni",3.4731;3.4731;3.5059;3.5059;3.5906;3.5906;3.5982;3.5982
11,,,,,6,Fe,"6.000000,0.002202,0.492469",1|16|24|8,1|3|4|3,4,1,1,Fe,0.0550,16,3,"Co,Fe,Ni",1.7457;1.7457;1.7491;1.7491;1.7631;1.7631;1.7652;1.7652;1.7727;1.7727;1.7943;1.7943;1.8472;1.8472;1.8632;1.8632,24,4,"Al,Co,Ni,Si",2.4506;2.4506;2.4506;2.4524;2.4524;2.4524;2.4882;2.4882;2.4882;2.5015;2.5015;2.5015;2.5356;2.5356;2.5356;2.5375;2.5375;2.5375;2.5487;2.5487;2.5487;2.5515;2.5515;2.5515,8,3,"Co,Fe,Ni",3.4542;3.4542;3.4883;3.4883;3.5391;3.5391;3.5479;3.5479
11,,,,,7,Fe,"7.000000,0.004966,0.751327",1|16|24|8,1|5|4|4,4,1,1,Co,0.0567,16,5,"Al,Co,Fe,Ni,Si",1.7094;1.7094;1.7249;1.7249;1.7412;1.7412;1.7866;1.7866;1.7870;1.7870;1.7953;1.7953;1.8122;1.8122;1.8632;1.8632,24,4,"Co,Fe,Ni,Si",2.4853;2.4853;2.4853;2.4952;2.4952;2.4952;2.5043;2.5043;2.5043;2.5154;2.5154;2.5154;2.5529;2.5529;2.5529;2.5559;2.5559;2.5559;2.5775;2.5775;2.5775;2.5923;2.5923;2.5923,8,4,"Al,Co,Fe,Ni",3.4986;3.4986;3.5005;3.5005;3.5616;3.5616;3.5886;3.5886
11,,,,,8,Fe,"8.000000,0.003759,0.249924",1|16|24|4,1|3|4|2,4,1,1,Ni,0.0334,16,3,"Co,Fe,Ni",1.7158;1.7158;1.7232;1.7232;1.7457;1.7457;1.7832;1.7832;1.7934;1.7934;1.7958;1.7958;1.7972;1.7972;1.8025;1.8025,24,4,"Co,Fe,Ni,Si",2.4737;2.4737;2.4737;2.4827;2.4827;2.4827;2.4970;2.4970;2.4970;2.5080;2.5080;2.5080;2.5082;2.5082;2.5082;2.5163;2.5163;2.5163;2.5215;2.5215;2.5215;2.5534;2.5534;2.5534,4,2,"Co,Fe",3.4166;3.4166;3.4449;3.4449
11,,,,,9,Fe,"9.000000,0.490900,0.251266",1|16|24|4,1|2|4|2,4,1,1,Co,0.0301,16,2,"Co,Ni",1.6935;1.6935;1.7007;1.7007;1.7399;1.7399;1.7664;1.7664;1.8012;1.8012;1.8086;1.8086;1.8138;1.8138;1.8858;1.8858,24,4,"Co,Fe,Ni,Si",2.4385;2.4385;2.4385;2.4546;2.4546;2.4546;2.4587;2.4587;2.4587;2.4739;2.4739;2.4739;2.4985;2.4985;2.4985;2.5147;2.5147;2.5147;2.5415;2.5415;2.5415;2.5448;2.5448;2.5448,4,2,"Fe,Ni",3.4166;3.4166;3.4365;3.4365
11,,,,,10,Fe,"10.000000,0.251242,0.002994",1|16|24|8,1|4|4|3,4,1,1,Ni,0.0234,16,4,"Co,Fe,Ni,Si",1.7143;1.7143;1.7191;1.7191;1.7521;1.7521;1.7733;1.7733;1.7796;1.7796;1.7892;1.7892;1.8181;1.8181;1.8217;1.8217,24,4,"Al,Co,Fe,Ni",2.4546;2.4546;2.4546;2.4774;2.4774;2.4774;2.4817;2.4817;2.4817;2.4827;2.4827;2.4827;2.5043;2.5043;2.5043;2.5462;2.5462;2.5462;2.5537;2.5537;2.5537;2.5588;2.5588;2.5588,8,3,"Co,Fe,Si",3.4608;3.4608;3.5056;3.5056;3.5704;3.5704;3.5845;3.5845
11,,,,,11,Fe,"11.000000,0.751012,0.010484",1|16|24|8,1|4|4|2,4,1,1,Si,0.0500,16,4,"Al,Co,Fe,Ni",1.7186;1.7186;1.7245;1.7245;1.7370;1.7370;1.7624;1.7624;1.7865;1.7865;1.7954;1.7954;1.8436;1.8436;1.9048;1.9048,24,4,"Al,Co,Fe,Ni",2.4408;2.4408;2.4408;2.4737;2.4737;2.4737;2.5016;2.5016;2.5016;2.5147;2.5147;2.5147;2.5522;2.5522;2.5522;2.5627;2.5627;2.5627;2.5731;2.5731;2.5731;2.5775;2.5775;2.5775,8,2,"Fe,Ni",3.5056;3.5056;3.5058;3.5058;3.5083;3.5083;3.5324;3.5324
11,,,,,12,Fe,"12.000000,0.251432,0.501026",1|16|24|8,1|4|4|2,4,1,1,Co,0.0202,16,4,"Co,Fe,Ni,Si",1.7054;1.7054;1.7412;1.7412;1.7491;1.7491;1.7677;1.7677;1.7913;1.7913;1.7947;1.7947;1.7954;1.7954;1.8051;1.8051,24,4,"Al,Co,Fe,Ni",2.4587;2.4587;2.4587;2.4704;2.4704;2.4704;2.4952;2.4952;2.4952;2.5030;2.5030;2.5030;2.5082;2.5082;2.5082;2.5128;2.5128;2.5128;2.5216;2.5216;2.5216;2.5413;2.5413;2.5413,8,2,"Fe,Ni",3.4722;3.4722;3.5008;3.5008;3.5845;3.5845;3.5896;3.5896
11,,,,,13,Fe,"13.000000,0.746512,0.501266",1|16|24|8,1|4|4|3,4,1,1,Ni,0.0372,16,4,"Al,Co,Fe,Ni",1.7331;1.7331;1.7604;1.7604;1.7669;1.7669;1.7736;1.7736;1.7943;1.7943;1.8079;1.8079;1.8138;1.8138;1.8232;1.8232,24,4,"Al,Co,Fe,Ni",2.4488;2.4488;2.4488;2.4614;2.4614;2.4614;2.5061;2.5061;2.5061;2.5141;2.5141;2.5141;2.5415;2.5415;2.5415;2.5534;2.5534;2.5534;2.5559;2.5559;2.5559;2.5588;2.5588;2.5588,8,3,"Co,Fe,Si",3.4579;3.4579;3.4722;3.4722;3.5324;3.5324;3.5550;3.5550
11,,,,,14,Ni,"14.000000,0.496336,0.005898",1|16|24|8,1|5|4|3,4,1,1,Ni,0.1225,16,5,"Al,Co,Fe,Ni,Si",1.7191;1.7191;1.7229;1.7229;1.7417;1.7417;1.7664;1.7664;1.7765;1.7765;1.7865;1.7865;1.8528;1.8528;1.8686;1.8686,24,4,"Al,Co,Ni,Si",2.4716;2.4716;2.4716;2.4734;2.4734;2.4734;2.4866;2.4866;2.4866;2.4998;2.4998;2.4998;2.5204;2.5204;2.5204;2.5335;2.5335;2.5335;2.5699;2.5699;2.5699;2.5823;2.5823;2.5823,8,3,"Co,Fe,Ni",3.4334;3.4334;3.4924;3.4924;3.5048;3.5048;3.5743;3.5743
11,,,,,15,Ni,"15.000000,0.499568,0.492851",1|16|24|8,1|4|4|2,4,1,1,Co,0.0778,16,4,"Al,Co,Fe,Ni",1.7264;1.7264;1.7286;1.7286;1.7331;1.7331;1.7399;1.7399;1.7412;1.7412;1.7609;1.7609;1.8250;1.8250;1.8407;1.8407,24,4,"Al,Co,Ni,Si",2.4689;2.4689;2.4689;2.4698;2.4698;2.4698;2.4735;2.4735;2.4735;2.4818;2.4818;2.4818;2.5327;2.5327;2.5327;2.5435;2.5435;2.5435;2.5517;2.5517;2.5517;2.6084;2.6084;2.6084,8,2,"Fe,Ni",3.4883;3.4883;3.5048;3.5048;3.5059;3.5059;3.5739;3.5739
11,,,,,16,Ni,"16.000000,0.500685,0.989414",1|12|4|24,1|5|2|4,4,1,1,Ni,0.1225,12,5,"Al,Co,Fe,Ni,Si",1.7161;1.7161;1.7336;1.7336;1.7494;1.7494;1.7521;1.7521;1.7543;1.7543;1.7624;1.7624,4,2,"Co,Fe",1.8858;1.8858;1.8955;1.8955,24,4,"Al,Co,Ni,Si",2.4567;2.4567;2.4567;2.4656;2.4656;2.4656;2.4702;2.4702;2.4702;2.4761;2.4761;2.4761;2.5508;2.5508;2.5508;2.5638;2.5638;2.5638;2.5781;2.5781;2.5781;2.5802;2.5802;2.5802
11,,,,,17,Ni,"17.000000,0.000955,0.246172",1|16|24|8,1|3|4|2,4,1,1,Fe,0.0334,16,3,"Co,Fe,Ni",1.7358;1.7358;1.7432;1.7432;1.7637;1.7637;1.7667;1.7667;1.7727;1.7727;1.7752;1.7752;1.7762;1.7762;1.8240;1.8240,24,4,"Co,Fe,Ni,Si",2.4408;2.4408;2.4408;2.4774;2.4774;2.4774;2.4886;2.4886;2.4886;2.4914;2.4914;2.4914;2.5218;2.5218;2.5218;2.5411;2.5411;2.5411;2.5413;2.5413;2.5413;2.5588;2.5588;2.5588,8,2,"Co,Fe",3.4365;3.4365;3.4648;3.4648;3.5616;3.5616;3.5778;3.5778
11,,,,,18,Ni,"18.000000,0.750574,0.497928",1|16|24|8,1|4|4|3,4,1,1,Fe,0.0372,16,4,"Al,Co,Fe,Ni",1.7451;1.7451;1.7609;1.7609;1.7652;1.7652;1.7838;1.7838;1.7842;1.7842;1.7899;1.7899;1.7956;1.7956;1.8463;1.8463,24,4,"Al,Co,Fe,Ni",2.4858;2.4858;2.4858;2.4984;2.4984;2.4984;2.5035;2.5035;2.5035;2.5163;2.5163;2.5163;2.5173;2.5173;2.5173;2.5218;2.5218;2.5218;2.5448;2.5448;2.5448;2.5529;2.5529;2.5529,8,3,"Co,Fe,Si",3.4863;3.4863;3.5008;3.5008;3.5083;3.5083;3.5313;3.5313
11,,,,,19,Ni,"19.000000,0.250763,0.999775",1|16|24|8,1|4|4|3,4,1,1,Fe,0.0234,16,4,"Co,Fe,Ni,Si",1.7109;1.7109;1.7229;1.7229;1.7543;1.7543;1.7697;1.7697;1.7949;1.7949;1.7985;1.7985;1.8027;1.8027;1.8123;1.8123,24,4,"Al,Co,Fe,Ni",2.4739;2.4739;2.4739;2.4853;2.4853;2.4853;2.4914;2.4914;2.4914;2.4970;2.4970;2.4970;2.5008;2.5008;2.5008;2.5320;2.5320;2.5320;2.5348;2.5348;2.5348;2.5445;2.5445;2.5445,8,3,"Co,Fe,Si",3.4645;3.4645;3.5058;3.5058;3.5896;3.5896;3.5936;3.5936
11,,,,,20,Ni,"20.000000,0.749508,0.250091",1|16|24|8,1|4|3|3,4,1,1,Ni,0.0140,16,4,"Co,Fe,Ni,Si",1.7245;1.7245;1.7476;1.7476;1.7637;1.7637;1.7832;1.7832;1.7838;1.7838;1.7856;1.7856;1.8079;1.8079;1.8138;1.8138,24,3,"Co,Fe,Ni",2.4735;2.4735;2.4735;2.4882;2.4882;2.4882;2.4998;2.4998;2.4998;2.5085;2.5085;2.5085;2.5107;2.5107;2.5107;2.5435;2.5435;2.5435;2.5475;2.5475;2.5475;2.5638;2.5638;2.5638,8,3,"Al,Co,Ni",3.4990;3.4990;3.5063;3.5063;3.5680;3.5680;3.5681;3.5681
11,,,,,21,Ni,"21.000000,0.756725,0.754382",1|16|24|8,1|5|3|3,4,1,1,Al,0.0764,16,5,"Al,Co,Fe,Ni,Si",1.6871;1.6871;1.7412;1.7412;1.7731;1.7731;1.7744;1.7744;1.8224;1.8224;1.8232;1.8232;1.8436;1.8436;1.8463;1.8463,24,3,"Co,Fe,Ni",2.4483;2.4483;2.4483;2.4656;2.4656;2.4656;2.4957;2.4957;2.4957;2.5004;2.5004;2.5004;2.5515;2.5515;2.5515;2.5699;2.5699;2.5699;2.5834;2.5834;2.5834;2.6084;2.6084;2.6084,8,3,"Co,Ni,Si",3.4506;3.4506;3.4660;3.4660;3.5622;3.5622;3.5681;3.5681
11,,,,,22,Ni,"22.000000,0.747714,0.249250",1|16|24|8,1|4|3|3,4,1,1,Ni,0.0140,16,4,"Co,Fe,Ni,Si",1.7186;1.7186;1.7413;1.7413;1.7731;1.7731;1.7762;1.7762;1.7899;1.7899;1.7958;1.7958;1.8012;1.8012;1.8138;1.8138,24,3,"Co,Fe,Ni",2.4689;2.4689;2.4689;2.4866;2.4866;2.4866;2.5015;2.5015;2.5015;2.5129;2.5129;2.5129;2.5239;2.5239;2.5239;2.5430;2.5430;2.5430;2.5482;2.5482;2.5482;2.5508;2.5508;2.5508,8,3,"Al,Co,Ni",3.4947;3.4947;3.5019;3.5019;3.5622;3.5622;3.5741;3.5741
11,,,,,23,Co,"23.000000,0.998436,0.999542",1|16|24|8,1|4|4|2,4,1,1,Fe,0.0595,16,4,"Co,Fe,Ni,Si",1.7370;1.7370;1.7697;1.7697;1.7733;1.7733;1.7752;1.7752;1.7807;1.7807;1.7870;1.7870;1.8025;1.8025;1.8027;1.8027,24,4,"Al,Co,Ni,Si",2.4483;2.4483;2.4483;2.5085;2.5085;2.5085;2.5103;2.5103;2.5103;2.5129;2.5129;2.5129;2.5173;2.5173;2.5173;2.5187;2.5187;2.5187;2.5241;2.5241;2.5241;2.5293;2.5293;2.5293,8,2,"Fe,Ni",3.4918;3.4918;3.4924;3.4924;3.5479;3.5479;3.5982;3.5982
11,,,,,24,Co,"24.000000,0.494586,0.502518",1|16|24|8,1|4|4|2,4,1,1,Ni,0.0778,16,4,"Al,Co,Fe,Ni",1.6911;1.6911;1.7054;1.7054;1.7565;1.7565;1.7669;1.7669;1.7721;1.7721;1.7956;1.7956;1.7979;1.7979;1.8086;1.8086,24,4,"Al,Co,Ni,Si",2.4691;2.4691;2.4691;2.4773;2.4773;2.4773;2.4951;2.4951;2.4951;2.5071;2.5071;2.5071;2.5080;2.5080;2.5080;2.5430;2.5430;2.5430;2.5475;2.5475;2.5475;2.5834;2.5834;2.5834,8,2,"Fe,Ni",3.4542;3.4542;3.4731;3.4731;3.5046;3.5046;3.5743;3.5743
11,,,,,25,Co,"25.000000,0.494926,0.252719",1|16|24|8,1|2|4|4,4,1,1,Fe,0.0301,16,2,"Co,Ni",1.7217;1.7217;1.7286;1.7286;1.7291;1.7291;1.7731;1.7731;1.7765;1.7765;1.7856;1.7856;1.7979;1.7979;1.8955;1.8955,24,4,"Co,Fe,Ni,Si",2.4502;2.4502;2.4502;2.4704;2.4704;2.4704;2.4817;2.4817;2.4817;2.4859;2.4859;2.4859;2.5008;2.5008;2.5008;2.5016;2.5016;2.5016;2.5141;2.5141;2.5141;2.5173;2.5173;2.5173,8,4,"Al,Co,Fe,Ni",3.4449;3.4449;3.4648;3.4648;3.5537;3.5537;3.5694;3.5694
11,,,,,26,Co,"26.000000,0.997223,0.749080",1|16|24|4,1|5|4|2,4,1,1,Fe,0.0567,16,5,"Al,Co,Fe,Ni,Si",1.6871;1.6871;1.7320;1.7320;1.7637;1.7637;1.7792;1.7792;1.7956;1.7956;1.8027;1.8027;1.8128;1.8128;1.8472;1.8472,24,4,"Co,Fe,Ni,Si",2.5035;2.5035;2.5035;2.5061;2.5061;2.5061;2.5216;2.5216;2.5216;2.5348;2.5348;2.5348;2.5418;2.5418;2.5418;2.5522;2.5522;2.5522;2.5537;2.5537;2.5537;2.5661;2.5661;2.5661,4,2,"Al,Co",3.4589;3.4589;3.4606;3.4606
11,,,,,27,Co,"27.000000,0.503799,0.748563",1|16|24|8,1|4|4|2,4,1,1,Al,0.0158,16,4,"Al,Co,Ni,Si",1.7289;1.7289;1.7336;1.7336;1.7721;1.7721;1.7737;1.7737;1.7744;1.7744;1.7892;1.7892;1.8407;1.8407;1.8528;1.8528,24,4,"Co,Fe,Ni,Si",2.4614;2.4614;2.4614;2.4984;2.4984;2.4984;2.5128;2.5128;2.5128;2.5128;2.5128;2.5128;2.5159;2.5159;2.5159;2.5320;2.5320;2.5320;2.5462;2.5462;2.5462;2.5627;2.5627;2.5627,8,2,"Co,Fe",3.4606;3.4606;3.4986;3.4986;3.5694;3.5694;3.5804;3.5804
11,,,,,28,Co,"28.000000,0.253490,0.499057",1|16|24|8,1|4|4|2,4,1,1,Fe,0.0202,16,4,"Co,Fe,Ni,Si",1.6911;1.6911;1.7264;1.7264;1.7631;1.7631;1.7814;1.7814;1.7821;1.7821;1.7912;1.7912;1.8057;1.8057;1.8090;1.8090,24,4,"Al,Co,Fe,Ni",2.4385;2.4385;2.4385;2.4502;2.4502;2.4502;2.5029;2.5029;2.5029;2.5080;2.5080;2.5080;2.5128;2.5128;2.5128;2.5154;2.5154;2.5154;2.5411;2.5411;2.5411;2.5418;2.5418;2.5418,8,2,"Fe,Ni",3.4579;3.4579;3.4863;3.4863;3.5704;3.5704;3.5936;3.5936
11,,,,,29,Co,"29.000000,0.249442,0.251578",1|16|24|8,1|3|3|3,4,1,1,Co,0.0121,16,3,"Co,Fe,Ni",1.6935;1.6935;1.7217;1.7217;1.7232;1.7232;1.7432;1.7432;1.7814;1.7814;1.7892;1.7892;1.7954;1.7954;1.8123;1.8123,24,3,"Co,Fe,Ni",2.4506;2.4506;2.4506;2.4698;2.4698;2.4698;2.4734;2.4734;2.4734;2.4822;2.4822;2.4822;2.4951;2.4951;2.4951;2.5009;2.5009;2.5009;2.5293;2.5293;2.5293;2.5802;2.5802;2.5802,8,3,"Co,Ni,Si",3.4947;3.4947;3.5063;3.5063;3.5866;3.5866;3.5901;3.5901
11,,,,,30,Co,"30.000000,0.248698,0.749906",1|16|24|8,1|4|3|3,4,1,1,Si,0.0159,16,4,"Al,Co,Fe,Ni",1.7094;1.7094;1.7637;1.7637;1.7892;1.7892;1.7911;1.7911;1.7913;1.7913;1.7985;1.7985;1.8057;1.8057;1.8217;1.8217,24,3,"Co,Fe,Ni",2.4702;2.4702;2.4702;2.4760;2.4760;2.4760;2.4773;2.4773;2.4773;2.5103;2.5103;2.5103;2.5120;2.5120;2.5120;2.5335;2.5335;2.5335;2.5356;2.5356;2.5356;2.5517;2.5517;2.5517,8,3,"Al,Co,Ni",3.4506;3.4506;3.4957;3.4957;3.5866;3.5866;3.5963;3.5963
11,,,,,31,Co,"31.000000,0.248408,0.250238",1|16|24|8,1|3|3|3,4,1,1,Co,0.0121,16,3,"Co,Fe,Ni",1.7007;1.7007;1.7158;1.7158;1.7291;1.7291;1.7358;1.7358;1.7796;1.7796;1.7912;1.7912;1.8027;1.8027;1.8051;1.8051,24,3,"Co,Fe,Ni",2.4524;2.4524;2.4524;2.4702;2.4702;2.4702;2.4716;2.4716;2.4716;2.4818;2.4818;2.4818;2.5028;2.5028;2.5028;2.5071;2.5071;2.5071;2.5173;2.5173;2.5173;2.5781;2.5781;2.5781,8,3,"Co,Ni,Si",3.4990;3.4990;3.5019;3.5019;3.5963;3.5963;3.5976;3.5976
12,,,,,0,Si,"0.000000,0.493896,0.240419",1|2|14|24,1|1|4|5,4,1,1,Fe,0.0655,2,1,Co,1.5945;1.5945,14,4,"Fe,Mn,Ni,Si",1.7031;1.7031;1.7066;1.7066;1.7762;1.7762;1.7990;1.7990;1.8640;1.8640;1.8943;1.8943;1.9784;1.9784,24,5,"Co,Fe,Mn,Ni,Si",2.4233;2.4233;2.4233;2.4799;2.4799;2.4799;2.4889;2.4889;2.4889;2.4980;2.4980;2.4980;2.5089;2.5089;2.5089;2.5307;2.5307;2.5307;2.6211;2.6211;2.6211;2.6246;2.6246;2.6246
12,,,,,1,Si,"1.000000,0.236572,0.507136",1|16|24|8,1|3|4|3,4,1,1,Fe,0.0926,16,3,"Fe,Mn,Ni",1.6477;1.6477;1.7209;1.7209;1.7445;1.7445;1.7799;1.7799;1.7999;1.7999;1.8421;1.8421;1.8945;1.8945;1.9049;1.9049,24,4,"Co,Fe,Ni,Si",2.3812;2.3812;2.3812;2.4793;2.4793;2.4793;2.4801;2.4801;2.4801;2.5255;2.5255;2.5255;2.5458;2.5458;2.5458;2.5578;2.5578;2.5578;2.6211;2.6211;2.6211;2.6243;2.6243;2.6243,8,3,"Co,Fe,Ni",3.4466;3.4466;3.4597;3.4597;3.5071;3.5071;3.5198;3.5198
12,,,,,2,Si,"2.000000,0.772557,0.250698",1|12|4|15,1|4|2|3,4,1,1,Fe,0.1170,12,4,"Co,Fe,Mn,Ni",1.6081;1.6081;1.6483;1.6483;1.6940;1.6940;1.7766;1.7766;1.8089;1.8089;1.8110;1.8110,4,2,"Fe,Si",1.9284;1.9284;1.9784;1.9784,15,3,"Co,Fe,Ni",2.3635;2.3635;2.3635;2.4070;2.4070;2.4070;2.4142;2.4142;2.4142;2.4394;2.4394;2.4394;2.4814;2.4814;2.4814
12,,,,,3,Mn,"3.000000,0.505127,0.506774",1|16|24|8,1|4|5|3,4,1,1,Ni,0.1422,16,4,"Co,Fe,Ni,Si",1.6894;1.6894;1.7321;1.7321;1.7417;1.7417;1.7502;1.7502;1.8286;1.8286;1.8491;1.8491;1.8943;1.8943;1.9049;1.9049,24,5,"Co,Fe,Mn,Ni,Si",2.3976;2.3976;2.3976;2.4854;2.4854;2.4854;2.5138;2.5138;2.5138;2.5219;2.5219;2.5219;2.5459;2.5459;2.5459;2.5581;2.5581;2.5581;2.6184;2.6184;2.6184;2.6597;2.6597;2.6597,8,3,"Co,Fe,Ni",3.4692;3.4692;3.4811;3.4811;3.5050;3.5050;3.5409;3.5409
12,,,,,4,Mn,"4.000000,0.750782,0.001704",1|16|24|8,1|5|4|3,4,1,1,Ni,0.0358,16,5,"Co,Fe,Mn,Ni,Si",1.6787;1.6787;1.7416;1.7416;1.7427;1.7427;1.7759;1.7759;1.7766;1.7766;1.7794;1.7794;1.8059;1.8059;1.8342;1.8342,24,4,"Co,Fe,Ni,Si",2.4240;2.4240;2.4240;2.4716;2.4716;2.4716;2.4748;2.4748;2.4748;2.4799;2.4799;2.4799;2.5179;2.5179;2.5179;2.5217;2.5217;2.5217;2.5260;2.5260;2.5260;2.5370;2.5370;2.5370,8,3,"Co,Fe,Ni",3.4511;3.4511;3.5144;3.5144;3.5314;3.5314;3.5451;3.5451
12,,,,,5,Mn,"5.000000,0.744207,0.743621",1|16|24|8,1|4|4|2,4,1,1,Co,0.0880,16,4,"Co,Fe,Mn,Ni",1.6984;1.6984;1.7284;1.7284;1.7292;1.7292;1.7624;1.7624;1.7994;1.7994;1.8193;1.8193;1.8320;1.8320;1.8342;1.8342,24,4,"Co,Fe,Mn,Ni",2.3976;2.3976;2.3976;2.4810;2.4810;2.4810;2.5055;2.5055;2.5055;2.5074;2.5074;2.5074;2.5244;2.5244;2.5244;2.5339;2.5339;2.5339;2.5395;2.5395;2.5395;2.6127;2.6127;2.6127,8,2,"Fe,Si",3.4722;3.4722;3.5058;3.5058;3.5188;3.5188;3.5299;3.5299
12,,,,,6,Fe,"6.000000,-0.005789,0.497500",1|16|21|3,1|4|5|1,4,1,1,Ni,0.0810,16,4,"Co,Fe,Ni,Si",1.7209;1.7209;1.7277;1.7277;1.7784;1.7784;1.7862;1.7862;1.7882;1.7882;1.7965;1.7965;1.8018;1.8018;1.8218;1.8218,21,5,"Co,Fe,Mn,Ni,Si",2.3635;2.3635;2.3635;2.4613;2.4613;2.4613;2.4756;2.4756;2.4756;2.4810;2.4810;2.4810;2.5045;2.5045;2.5045;2.5322;2.5322;2.5322;2.5631;2.5631;2.5631,3,1,Fe,2.6651;2.6651;2.6651
12,,,,,7,Fe,"7.000000,-0.012417,0.753927",1|16|24|8,1|4|5|2,4,1,1,Co,0.1103,16,4,"Co,Fe,Mn,Ni",1.6601;1.6601;1.7098;1.7098;1.7284;1.7284;1.7610;1.7610;1.7878;1.7878;1.8218;1.8218;1.8481;1.8481;1.8994;1.8994,24,5,"Co,Fe,Mn,Ni,Si",2.3939;2.3939;2.3939;2.4240;2.4240;2.4240;2.4505;2.4505;2.4505;2.4793;2.4793;2.4793;2.5141;2.5141;2.5141;2.5702;2.5702;2.5702;2.5783;2.5783;2.5783;2.5792;2.5792;2.5792,8,2,"Co,Ni",3.4553;3.4553;3.4818;3.4818;3.4880;3.4880;3.5077;3.5077
